86,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0
87,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
88,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
89,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
90,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
91,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
92,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
93,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
94,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
95,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00349386
96,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00480927
97,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00480927
98,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00480927
99,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00572418
